route name,sector name,grade,ascents,stars
Asitaka,Arrastradero,7B+,15,2
Lord Spolón,Cabrerizo,6A,14,4
Afropussy,Unknown Crag,7A,14,2
Itchi,Valle de la madera,7A+,14,3
Sale Güevos,La fuente,7B,14,3
la campanario,Techos,7B+,14,4
Alba,Arrastradero,6C+,14,2
Gorilas,Techos,7A,14,3
Esperanza sit,Unknown Crag,8B,14,4
PEN-B5-L7,Peninsula,6C,14,4
gruyere,Unknown Crag,6C,14,2
Corona,Techos,7B,14,2
ARR-B50-L1,Arrastradero,6C,14,3
TMA-B27-L3,Tierra media,6C,14,3
Corridor,Parking,6A,14,5
Indian Secret Garden,Mezquita,8A,14,3
Regleton,Fuente,6A+,14,3
PAR-B12-L1,Parking,6C,14,3
La ballena,Techos,7A,14,3
ENA-B5-L6,Entre aguas,5B,14,3
CAB-B11-L4,Cabrerizo,5C,14,5
ARR-B36-L6,Arrastradero,5C,14,3
VDM-B2-L4,Valle de la madera,6C,14,5
La guillotina,Unknown Crag,7A+,14,4
ENA-B5-L4,Entre aguas,4B,14,3
Farrelli,La fuente,5B,14,2
La Rave,Aeroline,7A,14,5
tec-b6-l7,Techos,6A+,14,5
ramstein,Unknown Crag,7B,14,4
Dos mandingas y un destino,Unknown Crag,7A+,14,4
reloj de arena,Arrastradero,7A,14,3
Techo Don Pepo,Techo don pepo,7A,14,2
Raquel (sit),Techos,7B,14,3
PAR-B18-L3,Parking,6C,14,3
Cuatro estaciones,Techos,6A+,14,5
Quatretonda,Techos,7A,14,3
Solea del Yaletengo,Techos,7A,14,3
PAR-B12-L1,Parking,6C,14,4
La ballena,Techos,7A,14,3
ENA-B5-L6,Entre aguas,5B,14,3
CAB-B11-L4,Cabrerizo,5C,14,3
ARR-B36-L6,Arrastradero,5C,14,2
VDM-B2-L4,Valle de la madera,6C,14,2
La guillotina,Unknown Crag,7A+,14,5
ENA-B5-L4,Entre aguas,4B,14,4
Farrelli,La fuente,5B,14,3
La Rave,Aeroline,7A,14,3
tec-b6-l7,Techos,6A+,14,2
ramstein,Unknown Crag,7B,14,2
Dos mandingas y un destino,Unknown Crag,7A+,14,0
reloj de arena,Arrastradero,7A,14,3
Techo Don Pepo,Techo don pepo,7A,14,3
Raquel (sit),Techos,7B,14,2
PAR-B18-L3,Parking,6C,14,3
Cuatro estaciones,Techos,6A+,14,3
Quatretonda,Techos,7A,14,3
Solea del Yaletengo,Techos,7A,14,3
Macedonia,Parking,6B,13,5
LAF-B10-L2,La fuente,5B,13,3
Con el mantel en el bolsillo,Fuente,7A,13,3
ENA-B2-L1,Entre aguas,5B,13,3
Cangriburger,La fuente,7B,13,3
TEC-B19-L4,Techos,6A+,13,3
Laf-b1-l3,La fuente,6C,13,4
El canto del Buho,Cabrerizo,6C,13,2
Fandango,Techos,6A,13,2
Master en placas,Arrastradero,6A,13,4
El Acordeon,La fuente,7A+,12,5
Farrelly,Techos,7A,12,4
Happy in Hampi,Arrastradero,7A,12,3
Crackline,Aeroline,6A,12,3
Trampolín,Techos,6C,12,3
PSI-B7-L3,Psicokiller,6A,12,4
Zarzamora stand,Unknown Crag,7A,12,4
El molino del gato,Valle de la madera,6C+,12,4
La trave negra,Aeroline,6C+,12,3
Doctor Zoiberg,Unknown Crag,7B,12,5
ARR-B53-L3,Arrastradero,5B,12,3
Leche de almendras,Parking,6C+,12,5
ARR-B88-L1,Arrastradero,6C+,12,3
Por la boca muere el pez,Unknown Crag,7A,12,3
Cangriburguer,Unknown Crag,7B+,12,4
Sietea,Arrastradero,6A+,12,4
Apeadero sit,Arrastradero,8A,12,3
Serigrasia,SOL,6B+,12,4
The musget,Arrastradero,5A,12,2
jabaloyas,Unknown Crag,7B,12,2
Liquen bastardo,Unknown Crag,7B,12,5
Gitanic,Unknown Crag,7B,12,3
Control de Calidad,Unknown Crag,7C+,12,3
Salto base,Arrastradero,7A,12,3
La Cresta di Pollo,Arrastradero,6A,12,3
Chur,Peninsula,7B,12,3
El orgasmo,Unknown Crag,7A+,12,2
VDM-B16-L1,Valle de la madera,7A,12,4
Belgam,Arrastradero,7B,12,4
empotration,Unknown Crag,7A,12,2
TMA-B52-L3,Tierra media,6B,12,3
ENA-B5-L1,Entre aguas,6B,12,2
Sietea (sit),Arrastradero,6B,12,0
VDM-B6-L1,Valle de la madera,7A,12,3
Happy in Hampi,Arrastradero,7A,12,2
Crackline,Aeroline,6A,12,3
Trampolín,Techos,6C,12,3
PSI-B7-L3,Psicokiller,6A,12,3
Zarzamora stand,Unknown Crag,7A,12,5
El molino del gato,Valle de la madera,6C+,12,4
La trave negra,Aeroline,6C+,12,2
Doctor Zoiberg,Unknown Crag,7B,12,2
ARR-B53-L3,Arrastradero,5B,12,4
Leche de almendras,Parking,6C+,12,5
ARR-B88-L1,Arrastradero,6C+,12,4
Por la boca muere el pez,Unknown Crag,7A,12,3
Cangriburguer,Unknown Crag,7B+,12,3
Sietea,Arrastradero,6A+,12,3
Coletazo sin cazo,Mezquita,7A,12,4
Farrelly,Techos,7A,12,4
Funki,Techos,6A,12,4
Salto la grulla,La fuente,7A,12,3
El Acordeon,La fuente,7A+,12,4
Combo linga,Techos,7A,12,3
regleta fantasma,Entre aguas,7A,12,5
Duende de los cepillos,Arrastradero,7B,12,1
El techo de Don Pepo,Cabrerizo,7A,11,1
N.N.,Techos,6C,11,4
Bulder King,Cabrerizo,6A+,11,5
N.N.,Unknown Crag,7B,11,3
Perspectiva sit,Cabrerizo,6B+,11,3
Espermatozombie,SOL,6A+,11,3
El Circo Del Sol,SOL,7B+,11,3
N.N.,T.Media,6B+,11,5
supermafa tacho,Techos,6B+,11,5
Gorillas,Techos 2,7A+,11,2
Rompededos,Techos,7A+,11,5
O'dynamismo,Techos,7C,11,3
Mugrons,Parking,6B,11,2
efecto mariposa,Unknown Crag,7A+,11,5
space cowboys,Unknown Crag,7A+,11,4
like a bow,Unknown Crag,7B,11,3
Ena-B21-L2,Entre aguas,6B+,11,3
rasante pal mutante,Entreaguas,7A+,11,5
Tetris,Unknown Crag,7B,11,3
ARR-B13-L3,Arrastradero,6C,11,5
TMA-B14-L3,Tierra media,7A+,11,3
4shit,Unknown Crag,7A+,11,4
Sarraisk,Arrastradero,5C,11,3
La Trave Tomasera,Arrastradero,6A,11,2
escaramuza,Unknown Crag,7B+,11,4
Los cachas no suben,Arrastradero,7B,11,2
Deshaciendose,Entre aguas,6C+,11,2
L'empotrament del Lament,Unknown Crag,6C,11,4
PEN-B18-L9,Peninsula,7A+,11,5
TEC-b17-L2,Unknown Crag,7A+,11,5
Par-B7-L1,Parking,6A,11,4
Redención,Techos,7A+,11,4
Luisico,Arrastradero,6B+,11,3
PSI-B8-L2,Psicokiller,6B+,11,5
el arlequin,Unknown Crag,7B,11,3
Supergirl,Unknown Crag,7B,11,3
ENA-B5-L3,Entre aguas,4A,11,3
La Charca,Entre aguas,6B,11,5
ARR-B36-L4,Arrastradero,5C,11,4
Pen-B18-L7,Peninsula,7A,11,2
Frambuesa Stand,Aeroline,7A,11,4
El blues de mi parrús,La fuente,4A,11,4
iker,Arrastradero,8A,11,4
Revolution,La fuente,7B+,11,4
El Supermegafacil,Arrastradero,4B,11,3
LAF-B8-L2,La fuente,7A+,11,3
el jirafa,Unknown Crag,7B,11,5
el gorro,Unknown Crag,6C,11,3
PAR-B11-L2,Parking,6C+,11,5
Otras aficiones,Techos,6C,11,3
confusion,Unknown Crag,6C,11,4
Placa Ninja,Arrastradero,6A+,11,3
Dragon Rojo,Techos,7C,11,2
TMA-B15-L4,Tierra media,6B+,11,4
Romuscuidad,Parking,6B,11,5
Sheriff shot,Cabrerizo,6B,11,3
El gordo,Bezas,7A,11,2
Juanita club,Entre aguas,7A,11,5
El Barco,Bezas,7B,10,3
TEC-B11-L5,Techos,6C+,10,2
Pilas Chinas Direct,La fuente,6B+,10,3
Si voy no vuelvo,Tierra media,5A,10,4
hombro meng,Mezquita,7A+,10,3
PEN-B23-L5,Peninsula,6B+,10,5
PEN-B1-L3,Peninsula,6B+,10,3
Crazy start,Arrastradero,7A,10,4
PEN-B17-L3,Peninsula,6C,10,3
Repersutra,Arrastradero,7B,10,3
techo don pepo (por la izq.),Cabrerizo,7C,10,4
proyecto misha,Arrastradero,7A,10,2
PEN-B18-L4,Peninsula,6C,10,2
Tipicamenete,Cabrerizo,6C,10,4
ARR-B84-L1,Arrastradero,6B,10,1
ARR-B61-L9,Arrastradero,6B+,10,1
ARR-B16-L5,Arrastradero,7B,10,5
TMA-B5-L2,Tierra media,6A,10,2
ojo por ojo,Tierra media,6B+,10,4
El Chorro,Fuente,7A+,10,1
PAR-B17-L9,Unknown Crag,7A,10,5
Oyo de Peixe,Arrastradero,6B,10,4
Por la boca muere el pez,Fuente,7A,10,3
El coleccionista de huesos,Colmenas,7B,10,3
La güina,Arrastradero,7A,10,3
ARR-B39-L1,Arrastradero,6A+,10,4
Circunscisión,La fuente,6A+,10,4
ARR-B35-L3,Arrastradero,6A,10,3
Pilas hacendado,Unknown Crag,7A,10,4
N.N.,Unknown Crag,6C+,10,3
Techo de don pepo,Unknown Crag,7A+,10,3
EL EJECUTOR,Unknown Crag,7A,10,3
El Efecto Mariposa,Peninsula,7A+,10,4
La ley de la barra,Unknown Crag,6B,10,4
El campanario,Unknown Crag,7B+,10,0
N.N.,Psicokiller,7A,10,3
Típicamente,Cabrerizo,6B,10,3
PSI-B7-L4,Psicokiller,6A+,10,4
Zarzamora sit,Parking,8A,10,4
PEN-B4-L3,Peninsula,6B+,10,3
ENA-B13-L1,Entre aguas,5C,10,3
ARR-B36-L5,Arrastradero,4B,10,4
ARR-B35-L4,Arrastradero,6A+,10,2
ENA-B5-L5,Entre aguas,4B,10,0
TMA-B19-L1,Tierra media,6A,10,5
Tma-b4-l2,Tierra media,6B,10,5
El camino del exceso,Unknown Crag,8A,10,1
Si voy no vuelvo,Tierra media,5A,10,4
hombro meng,Mezquita,7A+,10,5
PEN-B23-L5,Peninsula,6B+,10,4
PEN-B1-L3,Peninsula,6B+,10,5
Crazy start,Arrastradero,7A,10,3
PEN-B17-L3,Peninsula,6C,10,3
Repersutra,Arrastradero,7B,10,3
techo don pepo (por la izq.),Cabrerizo,7C,10,4
proyecto misha,Arrastradero,7A,10,1
El empeine encantado,Unknown Crag,7A+,10,2
Trav. la banda del cojo,Techos,7A+,10,5
El cuarto oscuro,Parking,6A,10,4
Flor de Loto,Colmenas,7B+,10,0
TMA-B49-L2,Tierra media,6A,10,3
El techo del gandul,La fuente,6B,10,5
Eclipse (Almenara style),Techos,7B,10,2
La letrina,Unknown Crag,6C+,10,3
VDM-B25-L5,Valle de la madera,7B,10,3
Típicamente,Cabrerizo,6B,10,3
PSI-B7-L4,Psicokiller,6A+,10,3
Zarzamora sit,Parking,8A,10,4
PEN-B4-L3,Peninsula,6B+,10,4
ENA-B13-L1,Entre aguas,5C,10,0
ARR-B36-L5,Arrastradero,4B,10,3
ARR-B35-L4,Arrastradero,6A+,10,2
ENA-B5-L5,Entre aguas,4B,10,4
TMA-B19-L1,Tierra media,6A,10,3
Tma-b4-l2,Tierra media,6B,10,0
El camino del exceso,Unknown Crag,8A,10,3
Alquimia,Techos,7B,10,4
La dial,Arrastradero,6A+,10,3
El Barco,Bezas,7B,10,3
Una noche en Bezas,Bezas,7A+,10,5
ARR-B85-L3,Unknown Crag,7B,10,1
Tardigrado,La fuente,7B,10,4
The liquen den,Cabrerizo,6A+,9,3
De súbito plaf,Unknown Crag,6A,9,4
Grasshopper,Unknown Crag,7B+,9,3
Campus borda,Unknown Crag,6A+,9,3
Bipepillo,Unknown Crag,6C,9,3
La campana,Unknown Crag,7C,9,4
bipepillo,SOL,6C,9,4
Tentines,SOL,5A,9,3
Romo Erectus,Techos,7A,9,4
brainstorm,Unknown Crag,7B,9,5
Seis cerrado,Arrastradero,6A+,9,3
N.N.,Sector Cabrerizo,5C,9,5
Graduado escolar,Arrastradero,6C,9,2
supermafa macho,Techos 1,7B+,9,4
TEC-B8-L1,Techos,6A+,9,4
avalancha,Unknown Crag,7B,9,2
PEN-B15-L5,Peninsula,7B,9,5
LAF-B10-L1,La fuente,4A,9,5
YAKI YAKI,Tierra media,6C+,9,4
TMA-B50-L3,Tierra media,6C,9,5
TMA-B25-L3,Tierra media,6A,9,3
PAR-B19-L3,Parking,7C+,9,1
La vuelta al mundo,Entre aguas,6A+,9,4
TEC-B18-L6,Techos,3B,9,2
Colorado spring,Mezquita,6B,9,3
PAR-B19-L4,Parking,7C,9,1
The liquen den,Cabrerizo,6A+,9,4
De súbito plaf,Unknown Crag,6A,9,3
Grasshopper,Unknown Crag,7B+,9,5
Campus borda,Unknown Crag,6A+,9,3
Bipepillo,Unknown Crag,6C,9,3
La campana,Unknown Crag,7C,9,3
bipepillo,SOL,6C,9,5
Tentines,SOL,5A,9,3
Perspectiva,Cabrerizo,6B+,9,3
ENA-B2-L2,Entre aguas,5B,9,4
abre los ojos,Unknown Crag,7C,9,2
PAR-B9-L5,Parking,3A,9,3
Laf-B11-L4 (lance),La fuente,6B,9,3
supernafamacho,Unknown Crag,7B+,9,5
Los 4 fantasticos,Parking,6A,9,3
zarzamora,Parquing,7A,9,3
PEN-B5-L8,Peninsula,6A,9,4
Theben,Psicokiller,7B,9,3
Hipodromo,Entre aguas,6A+,9,3
linea en zigzag,Arrastradero,7A,9,4
PSI-B8-L1,Psicokiller,6B,9,5
Gatoruga,Unknown Crag,7A,9,3
tec-b18-l3,Unknown Crag,7A,9,4
TEC-B8-L1,Techos,6A+,9,2
avalancha,Unknown Crag,7B,9,3
PEN-B15-L5,Peninsula,7B,9,4
LAF-B10-L1,La fuente,4A,9,4
YAKI YAKI,Tierra media,6C+,9,4
TMA-B50-L3,Tierra media,6C,9,3
TMA-B25-L3,Tierra media,6A,9,3
PAR-B19-L3,Parking,7C+,9,4
La vuelta al mundo,Entre aguas,6A+,9,1
TEC-B18-L6,Techos,3B,9,4
Colorado spring,Mezquita,6B,9,2
PAR-B19-L4,Parking,7C,9,3
Viejos Ciegos,Mezquita,7A,9,2
Filomeno,Fuente,7A,9,3
PAR-B7-L3,Parking,6B,9,0
PIN-B1-L1,Pinturas,7A,9,3
Zarzamora (sit),Parking,7C+,9,1
Il Crux,Techos,7B+,9,3
El antimorfo,Tierra media,6C,9,1
Placa de Raquel,Techos,7A+,9,4
La laja,Entre aguas,6C,9,2
Flying Free,Bezas,7A,9,3
La daga,Techos,6B+,9,1
doble hombro,Arrastradero,7A,9,4
mufasa,Fuente,8B,9,3
Viejos Ciegos,Mezquita,7A,9,5
Asitaka,Unknown Crag,7B,8,3
Aeroplano,Tierra media,7A,8,3
Peta Zetas,Tierra media,7A+,8,3
Falso Mandingas,Entreaguas,7B,8,5
el organillo,Arrastradero,6A,8,3
TMA-B49-L1,Tierra media,6C+,8,3
Cleopatra,Techos,6B,8,4
Clasicos Viejunos,Unknown Crag,6B,8,2
Zigzag,Unknown Crag,7A,8,3
Travesia de Don Pepo,Unknown Crag,7A,8,3
PSI-B10-L4,Psicokiller,7A,8,5
punta y talon,Unknown Crag,7A,8,3
El jacuzzi,Unknown Crag,6A+,8,3
El murcielago direct,Tierra media,7B,8,4
PSI-B7-L5,Psicokiller,6B,8,3
PEN-B23-L4,Peninsula,6C,8,3
PEN-B1-L13,Peninsula,6C,8,4
TMA-B15-L3,Unknown Crag,7B,8,1
ENA-B8-L1,Entre aguas,5C,8,2
PEN-B6-L2,Peninsula,7A+,8,3
Max Power,Arrastradero,7A,8,1
ENA-B10-L3,Entre aguas,6C,8,4
TMA-B27-L2,Tierra media,7A,8,3
TEC-B32-L1,Unknown Crag,7A,8,2
Poder Andaluz,Valle de la madera,7A+,8,3
LAF-B3-L1,La fuente,6C+,8,4
tma-b48-l2,Tierra media,6A,8,4
Aerofagia sit,Arrastradero,7A+,8,1
Mental Mantel,Unknown Crag,7A,8,4
Alita de mosca,Unknown Crag,6C,8,4
CAB-B1-L1,Unknown Crag,6C,8,4
El rey leon,Unknown Crag,7A+,8,1
parking,Unknown Crag,6C,8,4
Aristronauta,Unknown Crag,7B,8,4
N.N.,Parking area,6C,8,1
aristronauta,El Sol,7B,8,4
N.N.,Arrastradero,6B+,8,3
Iberia sumergida,Peninsula,7B,8,3
La huella del jabali,Unknown Crag,7B+,8,4
Vuelo sin alas,Techos,7C,8,4
Mántel en el Bolsillo,Fuente,7A,8,4
Lucha en el fango,Arrastradero,7B+,8,5
Lord Lona,Techo don pepo,6B+,8,3
N.N.,Tierra media,7A+,8,4
La Popoch,Arrastradero,7A+,8,3
guebrantamentes,Unknown Crag,7A+,8,4
Trave de la rave,Parking,7B+,8,2
Le cranc,Techos,6A+,8,4
ENA-B38-L2,Entre aguas,6B,8,5
TMA-B9-L1,Tierra media,6B+,8,4
Daga,Techos,6C,8,3
Cojonudo,Techos,5C,8,3
Rockman,Parquing,7B,8,4
El país de las bicicletas,Unknown Crag,7A,8,3
trave de techos,Techos,7B,8,5
Invertidios,Unknown Crag,7A+,8,3
bloque fontain,Unknown Crag,7A,8,3
El Phomega,Unknown Crag,7B+,8,1
El ermitano,Aeroline,7A+,8,4
El portero invisible,Psicokiller,7A+,8,4
Ortega y Gasset,Entre Tierras,6C,8,5
Flor de loto,Unknown Crag,7B+,8,5
Poe andalu,Valle de la madera,7A+,8,2
ARR-B16-L4,Arrastradero,7A,8,5
LAF-B8-L2,Unknown Crag,7A+,8,3
ena-b6-l2,Unknown Crag,7A,8,4
PAR-B1-L6,Unknown Crag,7A,8,3
helicopters on beaches,Unknown Crag,8B,8,2
percebe conection,Unknown Crag,7A,8,4
TEC-B43-L2,Techos,6C,8,1
el astrolabio,Parking,7C,8,4
LAF-B14-L5,La fuente,6B,8,1
LAF-B11-L4,Fuente,6A,8,1
levitation,Tierra media,7A+,8,0
TEC-B47-L2,Techos,5A,8,3
ENA-B10-L1,Entre aguas,6B,8,5
TEC-B12-L7,Techos,6B,8,5
Air france,Unknown Crag,6C+,8,2
PAR-B14-L2,Parking,6C+,8,5
Traversia de Don Pepo,Unknown Crag,7A,8,4
PAR-B19-L6,Parking,6C,8,5
Placa del Imperio,Mezquita,6C+,8,4
El juglar,Cabrerizo,6A,8,2
Pineaple,Cabrerizo,6A+,8,3
Sandstone traverse,Parking,7A,8,4
Autoengaño,Tierra media,6C+,8,3
Cañas y cacahuetes,Tierra media,7C,8,4
El sartenazo,Arrastradero,6A,8,5
La pegatina,Parking,6C+,8,5
El clasico,Arrastradero,6A+,8,2
Gigante Verde,Loma de la tejería,7A+,8,5
Txanquito's People,Cabrerizo,6C,8,3
Maldito Duende,Mezquita,7B+,7,4
Aerolineas,Parking,7B,7,3
ARR-B46-L4,Arrastradero,5C,7,2
sauna finlandesa,Entre aguas,7B+,7,4
o'dinamismo,Unknown Crag,7C,7,1
I've a present for you,La fuente,7B,7,4
N.N.,Bezas,6C,7,1
N.N.,Arrastradero,6B+,7,4
arena fosil,SOL,7A,7,4
CARMANSIA,Unknown Crag,7B+,7,5
Turboclinex,Unknown Crag,8A+,7,3
gorillas,Unknown Crag,7A+,7,4
Borda el campus,Unknown Crag,6A,7,3
PENINSULA PLATIERE,Unknown Crag,7B+,7,4
Alégato,SOL,5C,7,2
Txanguitos People,SOL,6B,7,4
N.N.,Techos,7A+,7,5
succionador,Arrastradero,7B+,7,4
N.N.,albarracin,6C,7,3
el ladron de bicicletas,SOL,7C+,7,3
Periñan del Campo,Unknown Crag,7A+,7,4
Sale Güevos,Fuente,7B,7,3
Ineshakra,Arrastradero,7C,7,5
Fes rulo bou,SOL,7A+,7,3
space cowboy,Arrastradero,7A+,7,3
Trave de los planos,Techos,7B,7,1
Maximo Exponente,Unknown Crag,7A,7,4
robin,Techos,8A,7,3
manuchacra,Arrastradero,7B+,7,5
El Capitán Cavernícola,Unknown Crag,7B,7,3
Campux,SOL,6C+,7,5
El efecto mariposa,Unknown Crag,7A+,7,3
La tortuga,Unknown Crag,6B+,7,1
El maestro de grima,SOL,7B+,7,4
N.N.,Arrastradero,6B+,7,4
arena fosil,SOL,7A,7,3
CARMANSIA,Unknown Crag,7B+,7,5
Turboclinex,Unknown Crag,8A+,7,3
gorillas,Unknown Crag,7A+,7,0
Borda el campus,Unknown Crag,6A,7,3
PENINSULA PLATIERE,Unknown Crag,7B+,7,4
Alégato,SOL,5C,7,3
Txanguitos People,SOL,6B,7,5
N.N.,Techos,7A+,7,3
succionador,Arrastradero,7B+,7,2
N.N.,albarracin,6C,7,4
el ladron de bicicletas,SOL,7C+,7,5
Periñan del Campo,Unknown Crag,7A+,7,3
Sale Güevos,Fuente,7B,7,5
Ineshakra,Arrastradero,7C,7,4
Fes rulo bou,SOL,7A+,7,5
space cowboy,Arrastradero,7A+,7,0
Trave de los planos,Techos,7B,7,5
Maximo Exponente,Unknown Crag,7A,7,5
Supermafa Macho,Techos,7B+,7,0
Pinturas buldestres (sit start),vicino al techos,8A,7,3
fonteneblistico,Unknown Crag,7B+,7,5
El plus del autobes,La fuente,7B,7,3
Tsunami KB,Tierra media,7A,7,5
Merda,Entre aguas,6B,7,4
guillotina,La fuente,7A,7,4
Mogollon de canto,Arrastradero,3C,7,4
Me encanto mogollón,Arrastradero,3B,7,0
Metodo bizarro,Unknown Crag,6C+,7,5
El Chimpanzé,Techos,6B,7,5
PEN-B23-L2,Peninsula,6A,7,3
Karma,Arrastradero,7A+,7,4
El Xilófono,Bezas,7A,7,4
PEN-B5-L6,Peninsula,6A,7,5
cazo tanks,Unknown Crag,6B+,7,3
PEN-B1-L6,Peninsula,7A,7,4
El plus del autobús sit,La fuente,7B,7,4
PEN-B23-L3,Peninsula,6B,7,3
PEN-B18-L6,Peninsula,6C+,7,5
TEC-B47-L1,Techos,4C,7,3
VDM-B10-L2,Valle de la madera,7A,7,3
La grima,Unknown Crag,6B,7,4
El Anticristo,Arrastradero,7B+,7,3
agáchate que vienen curvas,Techos,7B,7,4
TEC-B54-L2,Techos,6A,7,3
5 TEC-B36-L5,Techos,8A,7,4
la playa,Unknown Crag,6C+,7,2
Sin casco,Tierra media,6A+,7,4
ARR-B46-L2,Arrastradero,6A+,7,5
ENA-B38-L3,Entre aguas,6C,7,4
ENA-B20-L2,Entre aguas,6A+,7,3
TMA-B33-L2,Tierra media,6B+,7,5
Marina D'Or,Techos,7B,7,4
lancelot,Unknown Crag,7A,7,4
Boulder king,Unknown Crag,6A,7,3
ENA-B8-L2,Entreaguas,7A,7,5
TMA-B25-L1,Tierra media,7B,7,4
PAR-B14-L1,Parking,6A,7,5
Pelele,Tierra media,7B,7,5
Variante del redil,Entreaguas,7A,7,3
Cachalotes,La fuente,6A,7,3
Sagutxu,El Canon,7C+,7,3
Broma oculta,Techos,7B+,7,0
N.N.,Unknown Crag,6C+,7,3
Muro loco,Techos,7A,7,4
El Flaco,Bezas,6C,7,0
Genma,Entreaguas,6B,7,0
Falsa pegatina,Parking,6B+,7,5
Cleo,Techos,6B+,7,4
Mega mantel,Arrastradero,7A,7,3
Flor de Loto,La Mezquita,7B,7,0
Como pollo sin cabeza,Entre Tierras,7A,6,0
scrach,Techos,7A+,6,5
Arrebato,Techos,7B,6,3
zigzag,Arrastradero,7A,6,4
El Helicóptero,Arrastradero,7B+,6,4
N.N.,Parking,6C,6,5
Inverteitor,Cabrerizo,6B+,6,3
Claudicacion,La fuente,6B,6,4
El Recolector,Arrastradero,7B,6,4
el del bidedo,Tierra media,7B+,6,3
Chipirón,Techos,6A,6,5
Pedra fonten,Arrastradero,7A,6,3
Tirititeros,Arrastradero,7A+,6,3
Abrazo Fuerte,Parking,7C,6,4
Mambo,Cabrerizo,6C,6,3
midnight parking,Unknown Crag,7A+,6,4
Figure four,Aeroline,6A,6,3
Hardware,Parking,7A,6,4
Raquel,Unknown Crag,7A+,6,2
La muerte de los enanos,Arrastradero,7A+,6,4
percebe sin conection,Unknown Crag,7B,6,5
N.N.,Psicokiller,7A,6,4
Titanic,Unknown Crag,7A+,6,3
Empeine encantado,Arrastradero,7A+,6,5
El espiritu del vino,La Mezquita,7A+,6,4
N.N.,Parking,7A+,6,4
Volantis,Cabrerizo,6A,6,3
Travesía de los dioses,Parking,7C,6,5
N.N. (1B),Parking,7A,6,4
sd,Techos,6A+,6,5
Los pezones de Lola,La fuente,7A,6,5
N.N.,Unknown Crag,7A+,6,3
Spindle,Techos,7A+,6,3
Milano,Unknown Crag,7B+,6,3
travesia techos,Techos,7B,6,0
Zarzamora de pie,Parking,6C+,6,3
El Fonteneblístico,La fuente,7B+,6,4
El diedro,La fuente,7C,6,0
The call of silence,Arrastradero,8B,6,0
La tortuga,Aeroline,6B+,6,5
Varano,Unknown Crag,8A,6,4
Lémpotrament del lament,Arrastradero,6C+,6,3
Vivo en el presente,Psicokiller,7B+,6,0
N.N.,Psicokiller,7A,6,0
N.N.,Techo don pepo,6C,6,3
cagamiento en el filamento,La fuente,6C,6,5
ENA-B13-L7,Unknown Crag,6C+,6,4
Orangutan,Unknown Crag,7C,6,4
calibre 25,Arrastradero,7A+,6,3
ENA-B20-L1,Entre aguas,6A+,6,2
la lengua,Unknown Crag,6C+,6,3
TMA-B18-L3,Tierra media,6A+,6,4
Musgosis,Cabrerizo,5B,6,1
trampolin,Techos 2,6C,6,3
ena-b13-l5,Entreaguas,6B+,6,3
El Mito personal,Unknown Crag,8A,6,4
Morpho,Psicokiller,7B+,6,1
Lancelot,Peninsula,7C,6,1
TEC-B47-L4,Techos,5B,6,5
ENA-B1-L1,Entre aguas,5A,6,4
VDM-B25-L1,Valle de la madera,7B,6,4
techo de don pepo,Parking,7A+,6,4
El txavo del ocho,Unknown Crag,6A+,6,5
Astronave,Los techos,8A,6,3
N.N.,Psicokiller,7A,6,4
Titanic,Unknown Crag,7A+,6,4
Empeine encantado,Arrastradero,7A+,6,3
El espiritu del vino,La Mezquita,7A+,6,2
N.N.,Parking,7A+,6,4
Volantis,Cabrerizo,6A,6,0
Travesía de los dioses,Parking,7C,6,5
N.N. (1B),Parking,7A,6,3
sd,Techos,6A+,6,5
Los pezones de Lola,La fuente,7A,6,3
N.N.,Unknown Crag,7A+,6,5
Spindle,Techos,7A+,6,4
Milano,Unknown Crag,7B+,6,4
travesia techos,Techos,7B,6,4
Zarzamora de pie,Parking,6C+,6,3
El Fonteneblístico,La fuente,7B+,6,5
El diedro,La fuente,7C,6,0
The call of silence,Arrastradero,8B,6,3
La tortuga,Aeroline,6B+,6,5
Varano,Unknown Crag,8A,6,4
Lémpotrament del lament,Arrastradero,6C+,6,0
Vivo en el presente,Psicokiller,7B+,6,5
N.N.,Psicokiller,7A,6,3
N.N.,Techo don pepo,6C,6,5
cagamiento en el filamento,La fuente,6C,6,4
ENA-B13-L7,Unknown Crag,6C+,6,4
Orangutan,Unknown Crag,7C,6,5
calibre 25,Arrastradero,7A+,6,5
ENA-B20-L1,Entre aguas,6A+,6,4
la lengua,Unknown Crag,6C+,6,4
TMA-B18-L3,Tierra media,6A+,6,5
Musgosis,Cabrerizo,5B,6,5
trampolin,Techos 2,6C,6,4
ena-b13-l5,Entreaguas,6B+,6,0
El Mito personal,Unknown Crag,8A,6,4
Morpho,Psicokiller,7B+,6,5
Lancelot,Peninsula,7C,6,4
TEC-B47-L4,Techos,5B,6,5
ENA-B1-L1,Entre aguas,5A,6,5
VDM-B25-L1,Valle de la madera,7B,6,3
LAF-B14-L6,La fuente,5C,6,2
TEC-B32-L3,Techos,7A+,6,3
ARR-B26-L4,Arrastradero,6C,6,3
PAR-B9-L8,Unknown Crag,7B,6,3
¿Me entiendes?,Entre aguas,7C+,6,2
ARR-B47-L2,Arrastradero,5B,6,3
Itchy,Valle de la madera,7A,6,4
PSI-B13-L5,Psicokiller,7A+,6,5
LAF-B3-L11,La fuente,7A+,6,5
